Survey Date,trigger_transaction_description,payment_type,trigger_system_name,client_region,price_plan_name,Customer Verbatiam,F_NPS_Score,TNPS,F_EFF_Score,F_FTF_Question,Voice / EServices,Call Type,Cust Age Bucket
04-08-2023 00:00,Cannot Connect: Assisted,TopUp,Siebel_01,Southern Gauteng,RED 6GB 800min - TopUp,You sent me a faulty simcard but now i must go in store to rectify the problem. Just send a new simcard,0,Detractors,0,No,Voice,Cannot Connect: Assisted / Network,35 - 44
03-08-2023 00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,RED VIP 20GB Unlimited,Firsthand experience,9,Promoter,9,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+
03-08-2023 00:00,Cannot Connect: Assisted,TopUp,Siebel_01,Eastern,Data - Top Up,"I had to call twice. First time transferred to Tobi. No assistance found there. Asanda, on my second call was very helpful.",7,Passive,7,"Yes, straight away",Voice,Cannot Connect: Assisted / Network,44 - 54
18-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 3,6GB 200min TopUp",I got answers soon as asked questions and also all problems i had got solved immidiatly,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34
10-08-2023 00:00,Cannot Connect: Assisted,TopUp,Siebel_01,Kwazulu Natal,RED Flexi 200,The consultant was extremely helpful,10,Promoter,10,"Yes, straight away",Voice,Cannot Connect: Assisted / Network,55 - 64
08-08-2023 00:00,Credit Note,Postpaid,TobiAssist_CC_C3D,Central,RED 600MB 50min,All right,10,Promoter,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,55 - 64
04-08-2023 00:00,Credit Note,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,"RED 1,2GB 100min",The Lady I spoke to made it easy and a wonderful experience for me,10,Promoter,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,25 - 34
04-08-2023 00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 600MB 50min - TopUp,"The consultants were rude, never gave me a chance to explain my complaint and one of them dropped the call on me",0,Detractors,0,No,Voice,Detailed Data Usage / Billing Enquiry,18 - 24
03-08-2023 00:00,Modify,TopUp,Siebel_01,Western,Top Up Data,My problem still not resolved. Cannot make international calls,0,Detractors,3,No,Voice,Modify / Orders,65+
11-08-2023 00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,RED 600MB 50min - TopUp,My request is not resolved,0,Detractors,5,No,Voice,Modify / Orders,25 - 34
11-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 6GB 800min - TopUp,I was explaining my problem to the lady and were cut off and she did not even bother to phone back,0,Detractors,0,No,Voice,Modify / Orders,65+
17-08-2023 00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,"RED 1,2GB 100min TopUp","Our international roaming service is not working, after going into a store and now phoning the customer support, both which said the service is active, yet when we try through the Vodacom App and *135*135# or *135# , we are prompted that we ar unable to u",8,Passive,8,Too early to tell,Voice,Modify / Orders,55 - 64
18-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 2,4GB 200min TopUp",Line changed from open requiring airtime for international calls without my authority,0,Detractors,0,Too early to tell,Voice,Modify / Orders,65+
15-08-2023 00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Southern Gauteng,Data - Top Up,Consultant was rude and kept saying my phone is the issue instead of resolving the issue,0,Detractors,0,No,Voice,Detailed Data Usage / Billing Enquiry,55 - 64
18-08-2023 00:00,Modify,TopUp,Siebel_01,Central,RED Flexi 200,Excellent service ,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,55 - 64
17-08-2023 00:00,Modify,TopUp,Siebel_01,Mpumalanga,RED Flexi 245 Monthly,The person who was assisting me was too kind,10,Promoter,10,Too early to tell,Voice,Modify / Orders,35 - 44
17-08-2023 00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED VIP 40GB Unlimited,"The operator was really friendly, helpful and patient.",10,Promoter,10,Too early to tell,Voice,Modify / Orders,44 - 54
16-08-2023 00:00,SR Follow Up: Assisted,Postpaid,Siebel_01,Western,"RED 1,2GB 200min","Still did not get what I wanted. Also, specific requirements are not fully disclosed in the terms and conditions.",10,Promoter,7,No,Voice,SR Follow Up: Assisted / General,44 - 54
08-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Limpopo,"RED 2,4GB 200min TopUp",The consultant who help me whas very friendly and helpful,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44
11-08-2023 00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Western,Data - Top Up,Everything Was Easy,10,Promoter,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,25 - 34
10-08-2023 00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Eastern,RED Flexi 140,Have to contact vodacom more than 2 times and I am still not satisfied. My original question have not been resolved.,9,Promoter,6,"Yes, but I had to contact Vodacom more than once",Voice,Airtime Advance / Product,35 - 44
03-08-2023 00:00,Authentication: Failed,TopUp,Siebel_01,Northern Gauteng,RED 600MB 50min - TopUp,Not helpfull even given the most important information,0,Detractors,0,No,Voice,Authentication: Failed / General,55 - 64
04-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 6GB 600min TopUp,Quick and convenient,9,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,55 - 64
02-08-2023 00:00,Modify,TopUp,Siebel_01,Eastern,Data - Top Up,Good customer service,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
03-08-2023 00:00,SIM Swap,TopUp,Siebel_01,Kwazulu Natal,RED Flexi 75,Very helpful agent,8,Passive,8,"Yes, straight away",Voice,SIM Swap / Orders,55 - 64
04-08-2023 00:00,Handset: Enquiry,TopUp,Siebel_01,Mpumalanga,"RED 1,2GB 100min TopUp",The agents did not have full information regarding my enquiry when I contacted the call center. I had to go to vodacom and contact customer care multiple times,10,Promoter,7,Too early to tell,Voice,Handset: Enquiry / Device,25 - 34
04-08-2023 00:00,SIM Swap,TopUp,Siebel_01,Mpumalanga,RED Flexi 260,YES YOU MADE EASEIR FOR ME WITH EVERYTHING,10,Promoter,10,"Yes, straight away",Voice,SIM Swap / Orders,44 - 54
04-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 100min TopUp",I received professional and excellent service,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,44 - 54
07-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 2,4GB 200min TopUp",Was helped immediately,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,55 - 64
14-08-2023 00:00,View and Block Content Services,TopUp,ICAP_Prepaid_CallCentre,Kwazulu Natal,RED Flexi 260,She was very good ??,10,Promoter,10,"Yes, straight away",Voice,View and Block Content Services / Billing Enquiry,55 - 64
15-08-2023 00:00,Modify,TopUp,Siebel_01,Central,Data - Top Up,"Excellent service from the agent, very professional very friendly and very helpful. Best customer service I have experienced in a very long time.",10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,55 - 64
16-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,,RED 600MB 50min - TopUp,Good communication and asking a customer what else can I help you its good and nice thank you very much,9,Promoter,10,Too early to tell,Voice,Modify VAS / Billing Enquiry,44 - 54
16-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Mpumalanga,Data - Top Up,Everything went well,10,Promoter,10,Too early to tell,Voice,Promise to Pay / Billing Enquiry,18 - 24
18-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,For Good service,9,Promoter,9,"Yes, straight away",Voice,Modify / Orders,NA
14-08-2023 00:00,Modify,TopUp,Siebel_01,Western,"RED 2,4GB 200min TopUp",Happy customer,10,Promoter,8,"Yes, straight away",Voice,Modify / Orders,55 - 64
04-08-2023 00:00,#!TransNameJourney!#,TopUp,TobiAssist_CC_C3D,Eastern,Top Up Data,Too long to get to an actual consultant. Email to customer care a waste of time.,9,Promoter,8,"Yes, straight away",Voice,#!TransNameJourney!# / #!transTypeJourney!#,55 - 64
01-08-2023 00:00,Balance: Airtime Allocation Enquiry,TopUp,Siebel_01,Kwazulu Natal,Data - Top Up,"The consultant made me understand what i did not im so far pleased,thanks!",8,Passive,8,Too early to tell,Voice,Balance: Airtime Allocation Enquiry / Account,35 - 44
03-08-2023 00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Mpumalanga,"RED 1,2GB 100min TopUp",U manage to resolve my problem that's why,10,Promoter,10,"Yes, straight away",Voice,Detailed Data Usage / Billing Enquiry,35 - 44
01-08-2023 00:00,Modify,TopUp,Siebel_01,Mpumalanga,"RED 2,4GB 200min TopUp",I'm waiting for setting my phone cause I have a problem with my phone so I can't download whatsapp app,10,Promoter,10,Too early to tell,Voice,Modify / Orders,25 - 34
03-08-2023 00:00,#!TransNameJourney!#,TopUp,TobiAssist_CC_C3D,,RED 600MB 50min - TopUp,"Actual experience, waiting to speak to a consultant.",9,Promoter,8,"Yes, straight away",Voice,#!TransNameJourney!# / #!transTypeJourney!#,55 - 64
08-08-2023 00:00,Credit Note,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,RED 600MB 50min,Because the consultant i spoke to gave me good advise and helped me with my request,10,Promoter,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,44 - 54
02-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,Data - Top Up,Agents are knowledgeable which makes it's easier to discuss a query,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44
12-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,Good customer care,10,Promoter,10,"Yes, straight away",Voice,Balance: Enquiry / Account,25 - 34
02-08-2023 00:00,Balance: Enquiry,Postpaid,Siebel_01,,RED 600MB 50min,Im happy with the service,10,Promoter,8,"Yes, straight away",Voice,Balance: Enquiry / Account,35 - 44
03-08-2023 00:00,Blacklisting: Enquiry,Prepaid,Siebel_01,Kwazulu Natal,Prepaid150c,Sure ,8,Passive,5,No,Voice,Blacklisting: Enquiry / Device,NA
03-08-2023 00:00,Balance: Enquiry,TopUp,Siebel_01,Northern Gauteng,RED Flexi 200,Because I don't have any doubts with Vodacom,10,Promoter,10,"Yes, straight away",Voice,Balance: Enquiry / Account,44 - 54
03-08-2023 00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Northern Gauteng,Data - Top Up,My issue is taking long to be resolved,10,Promoter,0,"Yes, but I had to contact Vodacom more than once",Voice,Upgrade Order: Enquiry / Account,25 - 34
03-08-2023 00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,Data - Top Up,Actually I give my vodacom 100 % when it's comes to attend people's problems,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
02-08-2023 00:00,Bonus Bundle,Postpaid,TobiAssist_CC_C3D,Mpumalanga,RED 600MB 50min,Good service,10,Promoter,8,"Yes, straight away",Voice,Bonus Bundle / Product,35 - 44
12-08-2023 00:00,Handset: Enquiry,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,I was fully help but i was referred to go to the shpp for repairs,10,Promoter,7,Too early to tell,Voice,Handset: Enquiry / Device,25 - 34
11-08-2023 00:00,Authentication: Failed,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,Too much badly,0,Detractors,0,No,Voice,Authentication: Failed / General,NA
08-08-2023 00:00,Migration Order: Enquiry,TopUp,Siebel_01,Western,"RED 1,2GB 100min TopUp",10,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Migration Order: Enquiry / Account,44 - 54
11-08-2023 00:00,Router: Enquiry,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 200min TopUp",Last person really help me sorted my problems.,8,Passive,10,"Yes, but I had to contact Vodacom more than once",Voice,Router: Enquiry / Device,55 - 64
14-08-2023 00:00,Bank Details: Updated,TopUp,Siebel_01,Western,"RED 1,2GB 100min TopUp",8,1,Detractors,8,"Yes, straight away",Voice,Bank Details: Updated / Account,35 - 44
16-08-2023 00:00,Blacklisting: Enquiry,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,All the agents l got hold of were helpful,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Blacklisting: Enquiry / Device,NA
14-08-2023 00:00,Authentication: Enquiry,TopUp,Siebel_01,Northern Gauteng,RED 600MB 50min - TopUp,Could not find somebody to help me with a contract insurance.,9,Promoter,8,No,Voice,Authentication: Enquiry / General,65+
15-08-2023 00:00,Coverage: Enquiry,Prepaid,Siebel_01,Western,Prepaid150c,You guys SUCK,0,Detractors,0,No,Voice,Coverage: Enquiry / Network,NA
15-08-2023 00:00,Balance: Enquiry,Postpaid,Siebel_01,Limpopo,"RED 1,2GB 200min",Fine,10,Promoter,9,"Yes, straight away",Voice,Balance: Enquiry / Account,65+
18-08-2023 00:00,New Order: Enquiry,Prepaid,Siebel_01,Central,Vodacom 4Less Within Cell Broadcast:V4L,All right,10,Promoter,8,Too early to tell,Voice,New Order: Enquiry / Account,NA
14-08-2023 00:00,Authentication: Failed,TopUp,Siebel_01,Mpumalanga,RED Flexi 185 Monthly,I was successfully assisted,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Authentication: Failed / General,55 - 64
02-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 600MB 50min - TopUp,8,8,Passive,1,Too early to tell,Voice,Modify / Orders,55 - 64
01-08-2023 00:00,Details: Enquiry,TopUp,Siebel_01,Northern Gauteng,RED Flexi 140,I am a customer more more than 3 decades and grow with them even on bad days,10,Promoter,10,"Yes, straight away",Voice,Details: Enquiry / Account,55 - 64
01-08-2023 00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Western,"RED 1,2GB 200min TopUp",Shit company,0,Detractors,0,"Yes, but I had to contact Vodacom more than once",Voice,Upgrade Order: Enquiry / Account,44 - 54
19-08-2023 00:00,Details: Enquiry,TopUp,Siebel_01,Eastern,"RED 1,2GB 100min TopUp",Samantha promised to get back to me she did not I had to call in the next day Rewards mislead me with false info and did not provide all facts Very unhappy woth Vodacom,10,Promoter,0,No,Voice,Details: Enquiry / Account,55 - 64
17-08-2023 00:00,Details: Enquiry,TopUp,Siebel_01,Eastern,RED 600MB 50min - TopUp,Efficient friendly service.,9,Promoter,9,"Yes, straight away",Voice,Details: Enquiry / Account,65+
05-08-2023 00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,"RED 1,2GB 100min TopUp",Respond to my problems with pleasure,10,Promoter,10,"Yes, straight away",Voice,Detailed Data Usage / Billing Enquiry,44 - 54
02-08-2023 00:00,SIM Swap,TopUp,Siebel_01,Northern Gauteng,Data - Top Up,All right,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,SIM Swap / Orders,25 - 34
10-08-2023 00:00,Modify,TopUp,Siebel_01,Western,"RED 2,4GB 100min Top Up",Vodacom is number 1... With his network,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
10-08-2023 00:00,Modify,TopUp,Siebel_01,Eastern,Data - Top Up,When I called the vodacom help number 082135 I was told that there was currently high volume of calls and I would have to weigh him and I the Look online on the website for help or call back later. After hearing the messages round and round a few times I ,8,Passive,8,"Yes, straight away",Voice,Modify / Orders,65+
17-08-2023 00:00,PIN and PUK,TopUp,TobiAssist_CC_C3D,Eastern,Data - Top Up,Received great service from the service agent. It was just a mission to use someone else's phone to contact vodacom because the WhatsApp bot did not have the option.,8,Passive,1,"Yes, straight away",Voice,PIN and PUK / Product,35 - 44
14-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Mpumalanga,Data - Top Up,My problem solved in time,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34
17-08-2023 00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,RED 600MB 50min - TopUp,All right,9,Promoter,9,"Yes, straight away",Voice,Modify / Orders,65+
18-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Limpopo,RED Flexi 200,Prompt service,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+
15-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,I'm absolutely happy,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
15-08-2023 00:00,Modify,TopUp,Siebel_01,Mpumalanga,"RED 1,2GB 100min TopUp",Yes,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,44 - 54
14-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 1,2GB 100min TopUp",So that you can improve something,5,Detractors,4,"Yes, but I had to contact Vodacom more than once",Voice,Promise to Pay / Billing Enquiry,35 - 44
16-08-2023 00:00,Migration Order: Processed,TopUp,Siebel_01,Kwazulu Natal,"RED 2,4GB 100min Top Up",I gad to migrate my contract and I got help,10,Promoter,10,"Yes, straight away",Voice,Migration Order: Processed / Account,35 - 44
17-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED Flexi 200,"Goeie diens,dankie",10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,44 - 54
16-08-2023 00:00,Migration Order: Processed,TopUp,Siebel_01,Limpopo,"RED 2,4GB 100min Top Up",She resolved my issue,10,Promoter,10,"Yes, straight away",Voice,Migration Order: Processed / Account,25 - 34
18-08-2023 00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 1,2GB 200min TopUp",Service was quick and acceptable.,9,Promoter,6,"Yes, straight away",Voice,Bonus Bundle / Product,44 - 54
14-08-2023 00:00,Modify,TopUp,Siebel_01,Limpopo,RED Flexi 200,Okay,9,Promoter,8,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,65+
16-08-2023 00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_C3D,Eastern,RED Flexi 140,I am very satisfied with vodacom have been with you for many years,10,Promoter,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,65+
14-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Limpopo,RED Flexi 200,I got my problem solved so fast,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34
14-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Western,"RED 3,6GB 800min Top Up",Pleasant employee who knew what she was doing. An example of how to deal with the public courteous yet stuck to relavent issues not wasting time .,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+
14-08-2023 00:00,Cannot Connect: Assisted,Postpaid,Siebel_01,Southern Gauteng,RED VIP 20GB Unlimited,"Tobi as well as the Vodacom App was not helpful. It was difficult to find the help function on the App. Furthermore, customers were not informed about the cables under the sea that were broken and the affect it would have on connectivity issues.",5,Detractors,2,Too early to tell,Voice,Cannot Connect: Assisted / Network,44 - 54
12-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,Data - Top Up,The consultant was too helpful,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,25 - 34
08-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED Flexi 200,the people that work their are always ready to help and always friendly,10,Promoter,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+
08-08-2023 00:00,Modify,TopUp,Siebel_01,Western,"RED 1,2GB 100min TopUp",Because I was satisfied,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,65+
10-08-2023 00:00,Networks,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED Flexi 260,"The agent I dealt with was excellent and efficient. She took the time to call me back even with a bad connection and made sure she got my issues logged. She was exceptional and very professional I rate her 10/10. 
Only time will tell if the networks follo",8,Passive,9,Too early to tell,Voice,Networks / Product,25 - 34
10-08-2023 00:00,Detailed Data Usage,Prepaid,TobiAssist_CC_C3D,Northern Gauteng,Prepaid150c,"The tobi chat did help. Randy from contract centre is a star, she was able to help escalate the issue. I rate Randy 10",0,Detractors,0,Too early to tell,Voice,Detailed Data Usage / Billing Enquiry,NA
14-08-2023 00:00,SIM Swap,Postpaid,Siebel_01,Southern Gauteng,RED 12GB 800min,Very good service received from the call centre agent,10,Promoter,10,"Yes, straight away",Voice,SIM Swap / Orders,55 - 64
01-08-2023 00:00,Modify,TopUp,Siebel_01,Western,"RED 3,6GB 200min TopUp","Your service representative,she was very helpful",10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,44 - 54
01-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,Data - Top Up,The consultant who assisted me was very friendly and seemed to know what she was doing,9,Promoter,9,"Yes, straight away",Voice,Modify / Orders,NA
02-08-2023 00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Eastern,Data - Top Up,"K�ndness of a consultant
Quickly help me",10,Promoter,10,"Yes, straight away",Voice,Airtime Advance / Product,55 - 64
17-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Mpumalanga,Data - Top Up,Okay,10,Promoter,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44
17-08-2023 00:00,Modify,TopUp,Siebel_01,Mpumalanga,Data - Top Up,Interaction with Tobi was not pleasant,8,Passive,7,"Yes, straight away",Voice,Modify / Orders,25 - 34
15-08-2023 00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 600MB 50min - TopUp,I love vodacom because all the time is okay,10,Promoter,10,"Yes, straight away",Voice,Detailed Data Usage / Billing Enquiry,44 - 54
15-08-2023 00:00,PIN and PUK,Prepaid,TobiAssist_CC_C3D,Limpopo,Prepaid150c,My problem was solved,10,Promoter,10,"Yes, straight away",Voice,PIN and PUK / Product,NA
17-08-2023 00:00,Bank Details: Service Request Created,TopUp,Siebel_01,Southern Gauteng,RED Flexi 200,Good service and assisted me with my request,8,Passive,10,Too early to tell,Voice,Bank Details: Service Request Created / Account,18 - 24
02-08-2023 00:00,Invoice and Statement,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 200min TopUp","Good experience, have dealt with a professional staff at Vodacom",10,Promoter,9,"Yes, straight away",Voice,Invoice and Statement / Billing Enquiry,35 - 44
03-08-2023 00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED 600MB 50min - TopUp,Good customers services,10,Promoter,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,35 - 44
18-08-2023 00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Southern Gauteng,Power Pack Plan,All right,10,Promoter,5,"Yes, straight away",Voice,SIM Swap Starter Pack / SIM Swap,NA
15-08-2023 00:00,PIN and PUK,Prepaid,TobiAssist_CC_C3D,Northern Gauteng,Prepaid150c,"The consulted was friendly, easy to talk to and helpful.",10,Promoter,10,"Yes, straight away",Voice,PIN and PUK / Product,NA
15-08-2023 00:00,Modify,TopUp,Siebel_01,Central,Data - Top Up,All right,10,Promoter,10,Too early to tell,Voice,Modify / Orders,18 - 24
17-08-2023 00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Southern Gauteng,"RED 2,4GB 100min Top Up",Great service,9,Promoter,9,"Yes, straight away",Voice,Upgrade Order: Enquiry / Account,25 - 34
15-08-2023 00:00,Networks,TopUp,TobiAssist_CC_C3D,Eastern,RED Flexi 260,I'm praying for the better network in my area akhonto ingakho wethu,10,Promoter,10,Too early to tell,Voice,Networks / Product,18 - 24
04-08-2023 00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Western,RED 600MB 50min,Delayed to answer calls,8,Passive,9,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34
03-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",The lady was very very helpfull and very nice,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,55 - 64
10-08-2023 00:00,Cancellation Order: Enquiry,TopUp,Siebel_01,Southern Gauteng,RED 6GB 800min - TopUp,Fraud was committed on my account and I was advised of compensation that I have still not received and after the fraud was identified more fraud occurred,0,Detractors,0,No,Voice,Cancellation Order: Enquiry / Account,35 - 44
10-08-2023 00:00,#!TransNameJourney!#,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 100min TopUp",Nobody came back to me this morning until the call died in my ear. Terrible exercise!!!!,9,Promoter,0,No,Voice,#!TransNameJourney!# / #!transTypeJourney!#,65+
21-08-2023 00:00,Networks,Prepaid,TobiAssist_CC_C3D,Mpumalanga,Prepaid150c,"I have No Voda - Signal in my Unit , only SMS to report a Missed Call . I now use my new Neighbour's WiF  Signal ! I've never moved in 17 years and been with Vodacom more than 20 years ! I'm 85 years old and Need My Vodacom Signal",7,Passive,5,Too early to tell,Voice,Networks / Product,NA
15-08-2023 00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED VIP 20GB Unlimited,The lady that helped me was brilliant! Went beyond and above,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
14-08-2023 00:00,Bill Profile: Enquiry,TopUp,Siebel_01,Western,RED Flexi 200,Quick  response to my request,10,Promoter,10,"Yes, but I had to contact Vodacom more than once",Voice,Bill Profile: Enquiry / Account,44 - 54
15-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 3,6GB 200min TopUp",Very efficient service I am very happy,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,35 - 44
18-08-2023 00:00,Cannot Connect: Assisted,TopUp,Siebel_01,Southern Gauteng,RED Flexi 440,No one can remember all your security questions as one has a contract and you draw outomatical from my bank account money.,8,Passive,4,"Yes, but I had to contact Vodacom more than once",Voice,Cannot Connect: Assisted / Network,65+
17-08-2023 00:00,Modify,TopUp,Siebel_01,Northern Gauteng,Home Internet TopUp,5,7,Passive,7,Too early to tell,Voice,Modify / Orders,25 - 34
14-08-2023 00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Southern Gauteng,Data - Top Up,"It was very helpful, I am sorted",8,Passive,8,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,44 - 54
14-08-2023 00:00,Modify,Postpaid,Siebel_01,Northern Gauteng,RED VIP 20GB Unlimited,Satisfied,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,44 - 54
18-08-2023 00:00,Bank Details: Service Request Created,Postpaid,Siebel_01,Southern Gauteng,"RED 1,2GB 200min",Was a little of a battle from both sides. Otherwise - happy up till now.,9,Promoter,9,Too early to tell,Voice,Bank Details: Service Request Created / Account,65+
02-08-2023 00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 600MB 50min - TopUp,It was easy to handle my request because I have received the correct number to call.,8,Passive,9,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,44 - 54
08-08-2023 00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 1,2GB 100min TopUp",Had great service,10,Promoter,10,"Yes, straight away",Voice,Modify / Orders,25 - 34
11-08-2023 00:00,SIM Swap,Prepaid,Siebel_01,Mpumalanga,Prepaid150c,Was Easy For Me Too Rate Because U Put Us First,10,Promoter,10,"Yes, straight away",Voice,SIM Swap / Orders,NA
08-08-2023 00:00,Bill Profile: Enquiry,TopUp,Siebel_01,Western,SMART TOP UP XS+,Not happy at all with the service I get from vodacom.,4,Detractors,2,Too early to tell,Voice,Bill Profile: Enquiry / Account,44 - 54
