Survey Date,trigger_transaction_description,payment_type,trigger_system_name,client_region,price_plan_name,tnps_generic_verbatim_answer,F_NPS_Score,F_EFF_Score,F_FTF_Question,Voice / EServices,Call Type,Cust Age Bucket,sentiment
2023-04-28 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 175,Because the service is always top rate.,5,10,"Yes, but I had to contact Vodacom more than once",Voice,Balance: Enquiry / Account,44 - 54,0.5
2023-04-28 00:00:00,Detailed Data Usage,TopUp,TobiAssist_CC_MII,Northern Gauteng,uChoose Flexi 390,,10,10,Too early to tell,Voice,Detailed Data Usage / Billing Enquiry,65+,NaN
2023-04-26 00:00:00,Modify,Postpaid,Siebel_01,Kwazulu Natal,RED VIP 10GB Unlimited,,10,,,Voice,Modify / Orders,44 - 54,NaN
2023-03-23 00:00:00,Modify,Postpaid,Siebel_01,Western,SMART S+,I'm a long standing dedicated Vodacom Customer,10,10,"Yes, straight away",Voice,Modify / Orders,65+,-0.05
2023-03-23 00:00:00,Missing Airtime,Prepaid,TobiAssist_CC_C3D,Mpumalanga,Prepaid150c,,0,,No,Voice,Missing Airtime / Billing Enquiry,,NaN
2023-05-03 00:00:00,Detailed Data Usage,TopUp,TobiAssist_CC_C3D,Eastern,uChoose Flexi 230,Bad service agent was irritated,4,0,No,Voice,Detailed Data Usage / Billing Enquiry,35 - 44,-0.7
2023-05-02 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,uChoose Flexi 125,,10,,Too early to tell,Voice,Modify / Orders,35 - 44,NaN
2023-05-06 00:00:00,Modify,TopUp,Siebel_01,Western,"RED 2,4GB 200min TopUp",Help me very well thanks,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.2
2023-05-02 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 2,4GB 400min TopUp","The lady Nicky was very patient and helpful regarding my query even though I interrupted her a couple of times she was still polite, friendly and helpful",10,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,65+,0.2875
2023-06-08 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 65,I wanted to know what was the reason for an unannounced increase of R4.,4,3,No,Voice,Balance: Enquiry / Account,65+,0
2023-06-10 00:00:00,Cancellation Order: Enquiry,TopUp,Siebel_01,Northern Gauteng,"RED 3,6GB 600min TopUp",I did not gave concent for a second contract,7,4,No,Voice,Cancellation Order: Enquiry / Account,55 - 64,0
2023-06-06 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 100min TopUp",The lady was very friendly  and helpful.,10,10,"Yes, straight away",Voice,Modify / Orders,65+,0.4875
2023-06-06 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Western,uChoose Flexi 125,Yes ,10,10,"Yes, straight away",Voice,Balance: Enquiry / Account,35 - 44,0
2023-05-16 00:00:00,Details: Enquiry,TopUp,Siebel_01,Central,"RED 1,2GB 100min TopUp",I have got answers of questions I had before.,10,10,"Yes, straight away",Voice,Details: Enquiry / Account,35 - 44,0
2023-06-20 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 125,,10,,,Voice,Modify / Orders,44 - 54,NaN
2023-04-03 00:00:00,Migration Order: Processed,TopUp,Siebel_01,Southern Gauteng,RED 5GB 200min TopUp,No,7,9,"Yes, straight away",Voice,Migration Order: Processed / Account,44 - 54,0
2023-04-03 00:00:00,Migration Order: Order created,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 390,I always have to call more than once to get help,7,8,"Yes, but I had to contact Vodacom more than once",Voice,Migration Order: Order created / Account,25 - 34,0.5
2023-04-11 00:00:00,Modify,Prepaid,Siebel_01,Mpumalanga,Vodacom 4Less Within Cell Broadcast:V4L,All my call was on unknown,8,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,,-0.1
2023-04-12 00:00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 175,,10,,,Voice,Upgrade Order: Enquiry / Account,55 - 64,NaN
2023-05-23 00:00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Central,Power Pack Plan,,10,10,"Yes, straight away",Voice,SIM Swap Starter Pack / SIM Swap,,NaN
2023-03-09 00:00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Mpumalanga,Power Pack Plan,Useless list of options,0,0,No,Voice,SIM Swap Starter Pack / SIM Swap,,-0.5
2023-03-07 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,uChoose Flexi 125,,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,NaN
2023-04-21 00:00:00,Modify,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,I fail to understand why I had to hold for 14 minutes just to be told that it will debit on the 25th whereas I wanted to know y it tried to debit on the 14th and u had to pay penalties with my bank,2,4,Too early to tell,Voice,Modify / Orders,,-0.5
2023-03-13 00:00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Kwazulu Natal,RED VIP 15GB Unlimited,The first consultant did not understand my query and referred me to another section when she could have assisted me herself as I discovered afterwards.,6,10,"Yes, but I had to contact Vodacom more than once",Voice,Promise to Pay / Billing Enquiry,65+,0.25
2023-06-27 00:00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Eastern,Power Pack Plan,Great service,10,10,"Yes, straight away",Voice,SIM Swap Starter Pack / SIM Swap,,0.8
2023-06-30 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 75,Because I want data,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Airtime Advance / Product,65+,0
2023-07-01 00:00:00,Networks,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 6GB 200min TopUp,My problem is still even after six days and there were network issues while I aas talking to the argent,6,9,No,Voice,Networks / Product,35 - 44,0
2023-06-27 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED Flexi 140,Satisfied,10,10,"Yes, straight away",Voice,Airtime Advance / Product,55 - 64,0.5
2023-06-26 00:00:00,Modify,Postpaid,Siebel_01,Kwazulu Natal,SMART L+,Your lady was more than helpful and deserves a 10 but your customer service is not very clear for all problems and you try option after option in order to find some one you can explain your problem to     Your lady was very helpful wen I eventually got to,9,5,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,65+,0.220512821
2023-06-27 00:00:00,Banking Details Update,TopUp,"Morpheus II, Contact Centre",Limpopo,RED Flexi 140,10,10,1,"Yes, straight away",Voice,Banking Details Update / Customer Profile Update,55 - 64,0
2023-06-26 00:00:00,Missing Airtime,TopUp,TobiAssist_CC_MII,Northern Gauteng,On-biller uChoose Flexi 55,Because I'm happy you did resolve my problem ,10,10,"Yes, straight away",Voice,Missing Airtime / Billing Enquiry,,0.8
2023-06-26 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 200min TopUp",Excellent service,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,1
2023-06-08 00:00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Limpopo,RED 600MB 50min,Because they help us to do better next time,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Promise to Pay / Billing Enquiry,25 - 34,0.25
2023-06-08 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,uChoose Flexi 125,,10,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44,NaN
2023-06-07 00:00:00,Modify,Prepaid,Siebel_01,Mpumalanga,Prepaid150c,The consultant who was assisting me was so passionate with me and able to resolve my issue,10,10,"Yes, straight away",Voice,Modify / Orders,,0.225
2023-06-08 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Mpumalanga,uChoose Flexi 230,,10,,"Yes, but I had to contact Vodacom more than once",Voice,Bonus Bundle / Product,55 - 64,NaN
2023-08-21 00:00:00,SIM Swap,TopUp,Siebel_01,Southern Gauteng,"RED 2,4GB 100min Top Up",It's because I'm happy,10,10,"Yes, straight away",Voice,SIM Swap / Orders,55 - 64,0.8
2023-08-21 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,RED 600MB 50min - TopUp,The lady was very helpful,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.2
2023-07-03 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Limpopo,Data - Top Up,Because Vodacom solved ma problem right away.,10,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34,0.285714286
2023-07-03 00:00:00,Cannot Connect: Assisted,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,"Agent was friendly , knew where the problem was and how it can be solved",10,10,Too early to tell,Voice,Cannot Connect: Assisted / Network,,0.375
2023-07-06 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 600MB 50min - TopUp,,7,,Too early to tell,Voice,Airtime Advance / Product,25 - 34,NaN
2023-05-30 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 600MB 50min - TopUp,She had very good listening skills,10,10,Too early to tell,Voice,Promise to Pay / Billing Enquiry,25 - 34,0.91
2023-05-29 00:00:00,SIM Swap,Prepaid,Siebel_01,Mpumalanga,Prepaid150c,10,10,10,"Yes, straight away",Voice,SIM Swap / Orders,,0
2023-03-31 00:00:00,Post2Hybrid,Postpaid,Siebel_01,Southern Gauteng,RED 500MB 50min,"I called first and the first consultant didn't help me, the next one did help perfectly",8,8,"Yes, straight away",Voice,Post2Hybrid / Orders,35 - 44,0.375
2023-03-29 00:00:00,Modify,Prepaid,Siebel_01,Mpumalanga,Prepaid150c,I've got help I needed,10,10,"Yes, straight away",Voice,Modify / Orders,,0
2023-03-30 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 230,,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,NaN
2023-08-02 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED Flexi 200,Excellent service I received,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,1
2023-08-01 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 600MB 50min - TopUp,10,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,0
2023-07-31 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 1,2GB 100min TopUp","Great service, very helpful",10,10,Too early to tell,Voice,Promise to Pay / Billing Enquiry,44 - 54,0.5
2023-07-31 00:00:00,Modify,TopUp,Siebel_01,Limpopo,RED Flexi 200,1,1,1,"Yes, straight away",Voice,Modify / Orders,35 - 44,0
2023-04-21 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,Data - Top Up,,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,NaN
2023-04-21 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 125,Good experience all around,8,8,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.7
2023-04-21 00:00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Central,uChoose Flexi 125,,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Missing Airtime / Billing Enquiry,35 - 44,NaN
2023-05-27 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 230,Good service,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.7
2023-05-22 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 125,I had to call you,8,7,"Yes, but I had to contact Vodacom more than once",Voice,Airtime Advance / Product,25 - 34,0
2023-05-26 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Western,"RED 1,2GB 200min TopUp",Happy custom,10,6,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,0.8
2023-05-23 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,SMART S+,Very efficient agent on phone,10,10,"Yes, straight away",Voice,Modify / Orders,65+,0.2
2023-05-24 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,"Extremely helpful lady, Fakile. ",10,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,65+,-0.125
2023-04-04 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,uChoose Flexi 65,Your consultants service is rated top quality. Well done,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,55 - 64,0.5
2023-04-04 00:00:00,Modify,TopUp,Siebel_01,Limpopo,uChoose Flexi 125,,10,,"Yes, straight away",Voice,Modify / Orders,55 - 64,NaN
2023-04-04 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 230,I experience one and the same problem now and then . Always loose network and internet connectivity with loads of data which ends up expirering and m not compensated for that. Secondly it's not because of loadsheding because I loose connectivity for days ,10,9,Too early to tell,Voice,Modify / Orders,44 - 54,-0.038461538
2023-04-06 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,uChoose Flexi 390,Done ⌛️,10,10,"Yes, straight away",Voice,Modify / Orders,65+,0
2023-05-04 00:00:00,Modify,TopUp,Siebel_01,Western,RED 600MB 50min - TopUp,,10,,,Voice,Modify / Orders,44 - 54,NaN
2023-05-02 00:00:00,Modify,Postpaid,Siebel_01,Limpopo,RED 600MB 50min,The service was perfect,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,1
2023-05-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,"RED 3,6GB 200min TopUp",Very happy quick response,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,0.666666667
2023-05-16 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Western,"RED 2,4GB 200min TopUp","Asikile the agent I dealt with was very attentive and helpful, she said she would call back after she had technical issues with her system and she did, she also went the extra mile when the system said that the account was in arrears but she could see tha",10,10,"Yes, straight away",Voice,Bonus Bundle / Product,35 - 44,0.13
2023-08-16 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Limpopo,RED Flexi 75,,10,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44,NaN
2023-08-17 00:00:00,Upgrade Order: Date Enquiry,TopUp,Siebel_01,Kwazulu Natal,"RED 3,6GB 200min TopUp",,8,9,"Yes, straight away",Voice,Upgrade Order: Date Enquiry / Account,44 - 54,NaN
2023-08-08 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Northern Gauteng,Data - Top Up,,8,8,Too early to tell,Voice,Modify VAS / Billing Enquiry,44 - 54,NaN
2023-08-07 00:00:00,Call Back: Call Dropped,TopUp,Siebel_01,Northern Gauteng,Data - Top Up,Im still awaiting for approval on my request,8,8,Too early to tell,Voice,Call Back: Call Dropped / General,25 - 34,0
2023-08-11 00:00:00,Upgrade Order: Date Enquiry,TopUp,Siebel_01,Limpopo,RED Flexi 140,Sure,9,8,"Yes, straight away",Voice,Upgrade Order: Date Enquiry / Account,65+,0.5
2023-04-26 00:00:00,Modify,Prepaid,Siebel_01,Mpumalanga,Daily Free Calls,The consultant was friendly and helpful,10,10,"Yes, straight away",Voice,Modify / Orders,,0.375
2023-04-26 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,uChoose Flexi 175,My query has not been resolved.  I have not seen the credit as yet,9,9,Too early to tell,Voice,Credit Note / Billing Enquiry,55 - 64,0
2023-03-15 00:00:00,Modify,TopUp,Siebel_01,Limpopo,SMART TOP UP S+,,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,NaN
2023-03-15 00:00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Northern Gauteng,RED 500MB 50min,am satisfied nd happy cuz she resolved my problem,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34,0.65
2023-03-15 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Mpumalanga,Top Up Data,,9,8,"Yes, straight away",Voice,Airtime Advance / Product,44 - 54,NaN
2023-07-10 00:00:00,Displays the perfect Balance Bundle details returned by EFS,TopUp,ICAP_Prepaid_CallCentre,Southern Gauteng,Red Flexi Zero,9,10,10,Too early to tell,Voice,Displays the perfect Balance Bundle details returned by EFS / Billing Enquiry,,0
2023-07-10 00:00:00,Modify,Postpaid,Siebel_01,Eastern,RED VIP 20GB Unlimited,,0,,No,Voice,Modify / Orders,44 - 54,NaN
2023-07-10 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED 600MB 50min - TopUp,The service was good and she's was very helpful and patient,10,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,25 - 34,0.45
2023-06-19 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 600MB 50min - TopUp,,10,8,"Yes, straight away",Voice,Modify / Orders,44 - 54,NaN
2023-06-19 00:00:00,Blacklisting,Prepaid,TobiAssist_CC_MII,Mpumalanga,Vodacom 4Less Within Cell Broadcast:V4L,,8,7,"Yes, straight away",Voice,Blacklisting / Blacklisting Device,,NaN
2023-06-19 00:00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Southern Gauteng,NXT LVL,,10,10,"Yes, but I had to contact Vodacom more than once",Voice,SIM Swap Starter Pack / SIM Swap,,NaN
2023-06-20 00:00:00,#!TransNameJourney!#,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 2,4GB 400min TopUp","The lady I dealt with was polite, friendly and super helpful. It was a pleasure talking to her. My thanks and gratitude to her for her assistance.",10,10,"Yes, straight away",Voice,#!TransNameJourney!# / #!transTypeJourney!#,65+,0.302777778
2023-07-24 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 3,6GB 200min TopUp",The agent I spoke to was intelligent and helpful,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,25 - 34,0.8
2023-03-08 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,"The agent on a call was amazing, but unfortunately she couldn't assist me complete the request but she opted to call me later when im available",9,9,Too early to tell,Voice,Modify / Orders,35 - 44,0.12
2023-03-07 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 230,Service consultant were extremely efficient and friendly,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,55 - 64,0.125
2023-07-21 00:00:00,Tariff: Enquiry,Postpaid,Siebel_01,Kwazulu Natal,RED VIP 20GB Unlimited,,0,,,Voice,Tariff: Enquiry / General,44 - 54,NaN
2023-07-20 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED Flexi 260,,2,,Too early to tell,Voice,Bonus Bundle / Product,65+,NaN
2023-08-21 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Southern Gauteng,"RED 2,4GB 100min Top Up","You really want to keep your customers, you show interest",10,10,Too early to tell,Voice,Modify VAS / Billing Enquiry,35 - 44,0.2
2023-07-13 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 600MB 50min - TopUp,,10,,,Voice,Modify / Orders,25 - 34,NaN
2023-07-11 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,"RED 2,4GB 100min Top Up",I phoned 4/7 to migrate a contract. The minutes and data were put on the wrong number. I the phoned 11/7 to have it fixed and now it has been put on another number but still not the one it should be on!!!!!!!,0,0,No,Voice,Modify / Orders,55 - 64,-0.011581421
2023-04-01 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 500MB 50min TopUp,,10,,,Voice,Credit Note / Billing Enquiry,25 - 34,NaN
2023-03-30 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 65,"The operator helped me in a very quick time, and the call was also answered really quick",10,10,"Yes, straight away",Voice,Bonus Bundle / Product,25 - 34,0.383333333
2023-03-28 00:00:00,Router: Enquiry,TopUp,Siebel_01,Limpopo,uChoose Flexi 175,Die dame het my in my taal Afrikaans gehelp!!!!,10,10,"Yes, straight away",Voice,Router: Enquiry / Device,65+,0
2023-08-08 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Top Up Data,,10,,,Voice,Modify / Orders,25 - 34,NaN
2023-08-10 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Western,"RED 1,2GB 100min TopUp",Account problems but its right nnow,10,10,"Yes, straight away",Voice,Balance: Enquiry / Account,25 - 34,0.285714286
2023-08-07 00:00:00,Wasp Service - Opt Out,Postpaid,TobiAssist_CC_C3D,Central,"RED 2,4GB 200min","The lady Geraldine that help me was exceptional in her job,the first time that I was help and that I was satisfied",10,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,44 - 54,0.472222222
2023-08-10 00:00:00,Modify,TopUp,Siebel_01,,"RED 1,2GB 100min TopUp",,1,1,"Yes, straight away",Voice,Modify / Orders,18 - 24,NaN
2023-03-17 00:00:00,Modify,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,,10,,"Yes, straight away",Voice,Modify / Orders,,NaN
2023-03-16 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED VIP 10GB Unlimited,Sure,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.5
2023-04-11 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,,uChoose Flexi 125,The service I received from your call centre agent was excellent.,10,10,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,44 - 54,1
2023-04-11 00:00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Southern Gauteng,Data - Top Up,u said I must rate what else do u want now,10,9,Too early to tell,Voice,Missing Airtime / Billing Enquiry,65+,0
2023-04-11 00:00:00,Modify,Postpaid,Siebel_01,Western,Smart Data 1GB,It was quiet in the back ground (I could hear her all the time) the lady was friendly and knowledgeable.,10,10,"Yes, straight away",Voice,Modify / Orders,65+,0.125
2023-05-24 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 2,4GB 400min TopUp",Bernadine assisted me! Very friendly and helpful! Thank you!,7,9,"Yes, but I had to contact Vodacom more than once",Voice,Bonus Bundle / Product,35 - 44,0.76171875
2023-03-23 00:00:00,Modify,TopUp,Siebel_01,Eastern,Top Up Data,Bernadine gave us the best service after we had very poor service at Vodacom4u Garden route mall.  Queries coming from last year November solved over the phone by her.,10,10,Too early to tell,Voice,Modify / Orders,35 - 44,0.16
2023-04-06 00:00:00,Modify,TopUp,Siebel_01,Western,uChoose Flexi 550,,10,,,Voice,Modify / Orders,25 - 34,NaN
2023-04-06 00:00:00,Networks,Postpaid,TobiAssist_CC_C3D,Northern Gauteng,RED VIP 15GB Unlimited,,10,,,Voice,Networks / Product,35 - 44,NaN
2023-04-04 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,Data - Top Up,"The consultant was friendly, helpful, professional and knows her job requirements.  I received much more than expected.",10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+,0.21875
2023-04-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Central,Top Up Data,Very helpfull,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,44 - 54,0.2
2023-04-22 00:00:00,Modify,TopUp,Siebel_01,Limpopo,Data - Top Up,My questions were answered and my problem solved easily.,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0.433333333
2023-04-21 00:00:00,Modify,TopUp,Siebel_01,Western,RED 1GB 100min TopUp,,10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,NaN
2023-07-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 100min TopUp",A servy is important,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34,0.4
2023-06-30 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 600MB 50min - TopUp,Andiswa made everything easy for me and was patient,10,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,65+,0.433333333
2023-03-06 00:00:00,SIM Swap,Prepaid,Siebel_01,Kwazulu Natal,Prepaid150c,,10,,"Yes, but I had to contact Vodacom more than once",Voice,SIM Swap / Orders,,NaN
2023-03-06 00:00:00,Wasp Service - Opt Out,TopUp,TobiAssist_CC_MII,Western,uChoose Flexi 175,Good service,10,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,,0.7
2023-03-07 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 2GB 200min TopUp,Great service,10,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,18 - 24,0.8
2023-03-07 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Western,uChoose Flexi 230,"Nande the consultant was efficient, precise and courteous in her interaction with me ...",8,9,"Yes, straight away",Voice,Bonus Bundle / Product,55 - 64,0.5
2023-06-26 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 600MB 50min - TopUp,I didn't get my sms confirmation why ?,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0
2023-06-28 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 600MB 50min - TopUp,,7,6,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,25 - 34,NaN
2023-06-27 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,Data - Top Up,,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,NaN
2023-06-28 00:00:00,Modify,Prepaid,Siebel_01,Northern Gauteng,Power Pack Plan,Good,10,10,"Yes, straight away",Voice,Modify / Orders,,0.7
2023-05-03 00:00:00,#!TransNameJourney!#,TopUp,TobiAssist_CC_C3D,Eastern,RED 600MB 50min - TopUp,All right,10,10,"Yes, straight away",Voice,#!TransNameJourney!# / #!transTypeJourney!#,25 - 34,0.285714286
2023-05-03 00:00:00,Invoice and Statement,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,"Smart Data 1,2GB",,0,,,Voice,Invoice and Statement / Billing Enquiry,44 - 54,NaN
2023-04-21 00:00:00,Modify,Prepaid,Siebel_01,Mpumalanga,Power Pack Plan,Very Easy,7,5,"Yes, straight away",Voice,Modify / Orders,,0.563333333
2023-05-02 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Top Up Data,Bad service,4,0,No,Voice,Modify / Orders,44 - 54,-0.7
2023-05-03 00:00:00,Modify,Postpaid,Siebel_01,Western,RED 600MB 50min,,9,9,"Yes, straight away",Voice,Modify / Orders,18 - 24,NaN
2023-05-03 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,,8,8,"Yes, straight away",Voice,Modify / Orders,25 - 34,NaN
2023-05-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 200min TopUp",Good service in general,7,8,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,44 - 54,0.375
2023-05-09 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 100min TopUp","Incorrect Billing forced me to not be able to use my phone. Except for today, no one else was willing to assist.",0,0,No,Voice,Modify / Orders,25 - 34,0.15
2023-05-08 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,Data - Top Up,I called vodacom more than 2,10,0,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,,0.5
2023-05-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Southern Gauteng,SMART TOP UP S+,10,0,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,0
